普通小怪10000+ 普通精英30000+ 普通boss50000+ 精英XX100000+ 魔王XX200000+,角色ID,角色名,描述,动作,数据,半身像,"头像=INDEX([头像与BOSS对应关系.xlsx]Sheet1!$B:$B,MATCH(E3,[头像与BOSS对应关系.xlsx]Sheet1!$C:$C,0),0)",属性模版ID,AI ID,重量,跳跃,速度,击退次数保护,浮空次数保护,重量增加极限,不能浮空,击杀掉落,"符号显示高度=INDEX('[boss小怪身高.xlsx]Sheet1'!$B:$B,MATCH(E3,'[boss小怪身高.xlsx]Sheet1'!$A:$A,0),0)"
寻妖渡河小怪2,800212,紫壳虾兵,,Z0023,Z0023,,,1058,1000,10,,8,15,10,5,,,163
寻妖渡河小怪3,800213,鱼精,,Z0024,Z0024,,,1059,1000,10,,8,15,10,5,,,175
寻妖渡河小怪4,800214,绿壳虾兵,,Z0036,Z0036,,,1060,1000,10,,8,15,10,5,,,160
寻妖渡河小怪5,800215,小怪5,,,,,,1061,,10,,8,15,10,5,,,
寻妖渡河小怪6,800216,小怪6,,,,,,1062,,10,,8,15,10,5,,,
寻妖渡河精英1,800271,精英1,,,,,,7058,,10,,8,15,10,5,,,
寻妖渡河精英2,800272,精英2,,,,,,7059,,10,,8,15,10,5,,,
寻妖渡河boss1,800291,boss1,,,,,,9058,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
矮脚鱼精小怪1,800311,蛇精,,Z0013,Z0013,,,1058,1001,10,,8,15,10,5,,,200
矮脚鱼精小怪2,800312,紫壳虾兵,,Z0023,Z0023,,,1059,1000,10,,8,15,10,5,,,163
矮脚鱼精小怪3,800313,鱼精,,Z0024,Z0024,,,1060,1000,10,,8,15,10,5,,,175
矮脚鱼精小怪4,800314,绿壳虾兵,,Z0036,Z0036,,,1061,1000,10,,8,15,10,5,,,160
矮脚鱼精小怪5,800315,小怪5,,,,,,1062,,10,,8,15,10,5,,,
矮脚鱼精小怪6,800316,小怪6,,,,,,1063,,10,,8,15,10,5,,,
矮脚鱼精精英1,800371,精英1,,,,,,7059,,10,,8,15,10,5,,,
矮脚鱼精精英2,800372,精英2,,,,,,7060,,10,,8,15,10,5,,,
矮脚鱼精boss1,800391,鱼先锋,,Z0024,Z0024,,,9059,1000,10,,10,15,10,5,,,175
,,,,,,,,,,,,,,,,,,
浑波涌浪小怪1,800411,蛇精,,Z0013,Z0013,,,1058,1001,10,,8,15,10,5,,,200
浑波涌浪小怪2,800412,紫壳虾兵,,Z0023,Z0023,,,1059,1000,10,,8,15,10,5,,,163
浑波涌浪小怪3,800413,鱼精,,Z0024,Z0024,,,1060,1000,10,,8,15,10,5,,,175
浑波涌浪小怪4,800414,绿壳虾兵,,Z0036,Z0036,,,1061,1000,10,,8,15,10,5,,,160
浑波涌浪小怪5,800415,小怪5,,,,,,1062,,10,,8,15,10,5,,,
浑波涌浪小怪6,800416,小怪6,,,,,,1063,,10,,8,15,10,5,,,
浑波涌浪精英1,800471,精英1,,,,,,7059,,10,,8,15,10,5,,,
浑波涌浪精英2,800472,精英2,,,,,,7060,,10,,8,15,10,5,,,
浑波涌浪boss1,800491,boss1,,,,,,9059,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
搅乱河府小怪1,800511,蛇精,,Z0013,Z0013,,,1059,1001,10,,8,15,10,5,,,200
搅乱河府小怪2,800512,紫壳虾兵,,Z0023,Z0023,,,1060,1000,10,,8,15,10,5,,,163
搅乱河府小怪3,800513,鱼精,,Z0024,Z0024,,,1061,1000,10,,8,15,10,5,,,175
搅乱河府小怪4,800514,绿壳虾兵,,Z0036,Z0036,,,1062,1000,10,,8,15,10,5,,,160
搅乱河府小怪5,800515,小怪5,,,,,,1063,,10,,8,15,10,5,,,
搅乱河府小怪6,800516,小怪6,,,,,,1064,,10,,8,15,10,5,,,
搅乱河府精英1,800571,精英1,,,,,,7060,,10,,8,15,10,5,,,
搅乱河府精英2,800572,精英2,,,,,,7061,,10,,8,15,10,5,,,
搅乱河府boss1,800591,河妖,,S0005,S0005,,head_2020,9060,10021,10,,10,15,10,5,,,265
,,,,,,,,,,,,,,,,,,
再诱河妖小怪1,800611,蛇精,,Z0013,Z0013,,,1059,1001,10,,8,15,10,5,,,200
再诱河妖小怪2,800612,紫壳虾兵,,Z0023,Z0023,,,1060,1000,10,,8,15,10,5,,,163
再诱河妖小怪3,800613,鱼精,,Z0024,Z0024,,,1061,1000,10,,8,15,10,5,,,175
再诱河妖小怪4,800614,绿壳虾兵,,Z0036,Z0036,,,1062,1000,10,,8,15,10,5,,,160
再诱河妖小怪5,800615,小怪5,,,,,,1063,,10,,8,15,10,5,,,
再诱河妖小怪6,800616,小怪6,,,,,,1064,,10,,8,15,10,5,,,
再诱河妖精英1,800671,精英1,,,,,,7060,,10,,8,15,10,5,,,
再诱河妖精英2,800672,精英2,,,,,,7061,,10,,8,15,10,5,,,
再诱河妖boss1,800691,boss1,,,,,,9060,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
入河寻妖小怪1,800711,蛇精,,Z0013,Z0013,,,1060,1001,10,,8,15,10,5,,,200
入河寻妖小怪2,800712,紫壳虾兵,,Z0023,Z0023,,,1061,1000,10,,8,15,10,5,,,163
入河寻妖小怪3,800713,鱼精,,Z0024,Z0024,,,1062,1000,10,,8,15,10,5,,,175
入河寻妖小怪4,800714,绿壳虾兵,,Z0036,Z0036,,,1063,1000,10,,8,15,10,5,,,160
入河寻妖小怪5,800715,小怪5,,,,,,1064,,10,,8,15,10,5,,,
入河寻妖小怪6,800716,小怪6,,,,,,1065,,10,,8,15,10,5,,,
入河寻妖精英1,800771,守护虾妖甲,,Z0023,Z0023,,,7061,1000,10,,8,15,10,5,,,163
入河寻妖精英2,800772,守护虾妖乙,,Z0036,Z0036,,,7062,1000,10,,8,15,10,5,,,160
入河寻妖boss1,800791,boss1,,,,,,9061,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
自投罗网小怪1,800811,蛇精,,Z0013,Z0013,,,1060,1001,10,,8,15,10,5,,,200
自投罗网小怪2,800812,紫壳虾兵,,Z0023,Z0023,,,1061,1000,10,,8,15,10,5,,,163
自投罗网小怪3,800813,鱼精,,Z0024,Z0024,,,1062,1000,10,,8,15,10,5,,,175
自投罗网小怪4,800814,绿壳虾兵,,Z0036,Z0036,,,1063,1000,10,,8,15,10,5,,,160
自投罗网小怪5,800815,小怪5,,,,,,1064,,10,,8,15,10,5,,,
自投罗网小怪6,800816,小怪6,,,,,,1065,,10,,8,15,10,5,,,
自投罗网精英1,800871,精英1,,,,,,7061,,10,,8,15,10,5,,,
自投罗网精英2,800872,精英2,,,,,,7062,,10,,8,15,10,5,,,
自投罗网boss1,800891,河妖,,S0005,S0005,,head_2020,9061,10021,10,,10,15,10,5,,,265
,,,,,,,,,,,,,,,,,,
棍打仙果小怪1,900111,树根怪,,Z0018,Z0018,,,1061,1000,10,,8,15,10,5,,,220
棍打仙果小怪2,900112,小道士,,Z0017,Z0017,,,1062,1000,10,,8,15,10,5,,,220
棍打仙果小怪3,900113,老道士,,Z0035,Z0035,,,1063,1000,10,,8,15,10,5,,,200
棍打仙果小怪4,900114,小怪4,,,,,,1064,,10,,8,15,10,5,,,
棍打仙果小怪5,900115,小怪5,,,,,,1065,,10,,8,15,10,5,,,
棍打仙果小怪6,900116,小怪6,,,,,,1066,,10,,8,15,10,5,,,
棍打仙果精英1,900171,性灵君,,Z0018,Z0018,,,7062,1000,10,,8,15,10,5,,,220
棍打仙果精英2,900172,精英2,,,,,,7063,,10,,8,15,10,5,,,
棍打仙果boss1,900191,boss1,,,,,,9062,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
道房取物小怪1,900211,树根怪,,Z0018,Z0018,,,1061,1000,10,,8,15,10,5,,,220
道房取物小怪2,900212,小道士,,Z0017,Z0017,,,1062,1000,10,,8,15,10,5,,,220
道房取物小怪3,900213,老道士,,Z0035,Z0035,,,1063,1000,10,,8,15,10,5,,,200
道房取物小怪4,900214,小怪4,,,,,,1064,,10,,8,15,10,5,,,
道房取物小怪5,900215,小怪5,,,,,,1065,,10,,8,15,10,5,,,
道房取物小怪6,900216,小怪6,,,,,,1066,,10,,8,15,10,5,,,
道房取物精英1,900271,精英1,,,,,,7062,,10,,8,15,10,5,,,
道房取物精英2,900272,精英2,,,,,,7063,,10,,8,15,10,5,,,
道房取物boss1,900291,boss1,,,,,,9062,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
妙手取宝小怪1,900311,树根怪,,Z0018,Z0018,,,1062,1000,10,,8,15,10,5,,,220
妙手取宝小怪2,900312,小道士,,Z0017,Z0017,,,1063,1000,10,,8,15,10,5,,,220
妙手取宝小怪3,900313,老道士,,Z0035,Z0035,,,1064,1000,10,,8,15,10,5,,,200
妙手取宝小怪4,900314,小怪4,,,,,,1065,,10,,8,15,10,5,,,
妙手取宝小怪5,900315,小怪5,,,,,,1066,,10,,8,15,10,5,,,
妙手取宝小怪6,900316,小怪6,,,,,,1067,,10,,8,15,10,5,,,
妙手取宝精英1,900371,精英1,,,,,,7063,,10,,8,15,10,5,,,
妙手取宝精英2,900372,精英2,,,,,,7064,,10,,8,15,10,5,,,
妙手取宝boss1,900391,boss1,,,,,,9063,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
对峙园中小怪1,900411,树根怪,,Z0018,Z0018,,,1062,1000,10,,8,15,10,5,,,220
对峙园中小怪2,900412,小道士,,Z0017,Z0017,,,1063,1000,10,,8,15,10,5,,,220
对峙园中小怪3,900413,老道士,,Z0035,Z0035,,,1064,1000,10,,8,15,10,5,,,200
对峙园中小怪4,900414,小怪4,,,,,,1065,,10,,8,15,10,5,,,
对峙园中小怪5,900415,小怪5,,,,,,1066,,10,,8,15,10,5,,,
对峙园中小怪6,900416,小怪6,,,,,,1067,,10,,8,15,10,5,,,
对峙园中精英1,900471,清风,,Z0017,Z0017,,,7063,1000,10,,8,15,10,5,,,220
对峙园中精英2,900472,明月,,Z0017,Z0017,,,7064,1000,10,,8,15,10,5,,,220
对峙园中boss1,900491,boss1,,,,,,9063,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
毁树除根小怪1,900511,树根怪,,Z0018,Z0018,,,1063,1000,10,,8,15,10,5,,,220
毁树除根小怪2,900512,小道士,,Z0017,Z0017,,,1064,1000,10,,8,15,10,5,,,220
毁树除根小怪3,900513,老道士,,Z0035,Z0035,,,1065,1000,10,,8,15,10,5,,,200
毁树除根小怪4,900514,小怪4,,,,,,1066,,10,,8,15,10,5,,,
毁树除根小怪5,900515,小怪5,,,,,,1067,,10,,8,15,10,5,,,
毁树除根小怪6,900516,小怪6,,,,,,1068,,10,,8,15,10,5,,,
毁树除根精英1,900571,精英1,,,,,,7064,,10,,8,15,10,5,,,
毁树除根精英2,900572,精英2,,,,,,7065,,10,,8,15,10,5,,,
毁树除根boss1,900591,boss1,,,,,,9064,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
斩尽树灵小怪1,900611,树根怪,,Z0018,Z0018,,,1063,1000,10,,8,15,10,5,,,220
斩尽树灵小怪2,900612,小道士,,Z0017,Z0017,,,1064,1000,10,,8,15,10,5,,,220
斩尽树灵小怪3,900613,老道士,,Z0035,Z0035,,,1065,1000,10,,8,15,10,5,,,200
斩尽树灵小怪4,900614,小怪4,,,,,,1066,,10,,8,15,10,5,,,
斩尽树灵小怪5,900615,小怪5,,,,,,1067,,10,,8,15,10,5,,,
斩尽树灵小怪6,900616,小怪6,,,,,,1068,,10,,8,15,10,5,,,
斩尽树灵精英1,900671,精英1,,,,,,7064,,10,,8,15,10,5,,,
斩尽树灵精英2,900672,精英2,,,,,,7065,,10,,8,15,10,5,,,
斩尽树灵boss1,900691,boss1,,,,,,9064,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
匆匆而逃小怪1,900711,树根怪,,Z0018,Z0018,,,1064,1000,10,,8,15,10,5,,,220
匆匆而逃小怪2,900712,小道士,,Z0017,Z0017,,,1065,1000,10,,8,15,10,5,,,220
匆匆而逃小怪3,900713,老道士,,Z0035,Z0035,,,1066,1000,10,,8,15,10,5,,,200
匆匆而逃小怪4,900714,小怪4,,,,,,1067,,10,,8,15,10,5,,,
匆匆而逃小怪5,900715,小怪5,,,,,,1068,,10,,8,15,10,5,,,
匆匆而逃小怪6,900716,小怪6,,,,,,1069,,10,,8,15,10,5,,,
匆匆而逃精英1,900771,精英1,,,,,,7065,,10,,8,15,10,5,,,
匆匆而逃精英2,900772,精英2,,,,,,7066,,10,,8,15,10,5,,,
匆匆而逃boss1,900791,boss1,,,,,,9065,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
镇元大仙小怪1,900811,树根怪,,Z0018,Z0018,,,1064,1000,10,,8,15,10,5,,,220
镇元大仙小怪2,900812,小道士,,Z0017,Z0017,,,1065,1000,10,,8,15,10,5,,,220
镇元大仙小怪3,900813,老道士,,Z0035,Z0035,,,1066,1000,10,,8,15,10,5,,,200
镇元大仙小怪4,900814,小怪4,,,,,,1067,,10,,8,15,10,5,,,
镇元大仙小怪5,900815,小怪5,,,,,,1068,,10,,8,15,10,5,,,
镇元大仙小怪6,900816,小怪6,,,,,,1069,,10,,8,15,10,5,,,
镇元大仙精英1,900871,精英1,,,,,,7065,,10,,8,15,10,5,,,
镇元大仙精英2,900872,精英2,,,,,,7066,,10,,8,15,10,5,,,
镇元大仙boss1,900891,镇元子,,S0006,S0006,,head_2021,9065,10014,10,,8,15,10,5,,,420
,,,,,,,,,,,,,,,,,,
森然之地小怪1,1000111,骷髅怪,,Z0008,Z0008,,,1065,1000,10,,8,15,10,5,,,200
森然之地小怪2,1000112,鬼卒,,Z0005,Z0005,,,1066,1000,10,,8,15,10,5,,,125
森然之地小怪3,1000113,赤发鬼,,Z0028,Z0028,,,1067,1000,10,,8,15,10,5,,,164
森然之地小怪4,1000114,蛇精,,Z0013,Z0013,,,1068,1001,10,,8,15,10,5,,,200
森然之地小怪5,1000115,小怪5,,,,,,1069,,10,,8,15,10,5,,,
森然之地小怪6,1000116,小怪6,,,,,,1070,,10,,8,15,10,5,,,
森然之地精英1,1000171,精英1,,,,,,7066,,10,,8,15,10,5,,,
森然之地精英2,1000172,精英2,,,,,,7067,,10,,8,15,10,5,,,
森然之地boss1,1000191,boss1,,,,,,9066,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
白骨废庄小怪1,1000211,骷髅怪,,Z0008,Z0008,,,1065,1000,10,,8,15,10,5,,,200
白骨废庄小怪2,1000212,鬼卒,,Z0005,Z0005,,,1066,1000,10,,8,15,10,5,,,125
白骨废庄小怪3,1000213,赤发鬼,,Z0028,Z0028,,,1067,1000,10,,8,15,10,5,,,164
白骨废庄小怪4,1000214,蛇精,,Z0013,Z0013,,,1068,1001,10,,8,15,10,5,,,200
白骨废庄小怪5,1000215,小怪5,,,,,,1069,,10,,8,15,10,5,,,
白骨废庄小怪6,1000216,小怪6,,,,,,1070,,10,,8,15,10,5,,,
白骨废庄精英1,1000271,鬼翼亡魂,,C0003,C0003,,head_2034,7066,10028,10,,8,15,10,5,,,290
白骨废庄精英2,1000272,精英2,,,,,,7067,,10,,8,15,10,5,,,
白骨废庄boss1,1000291,boss1,,,,,,9066,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
度化魂灵小怪1,1000311,骷髅怪,,Z0008,Z0008,,,1066,1000,10,,8,15,10,5,,,200
度化魂灵小怪2,1000312,鬼卒,,Z0005,Z0005,,,1067,1000,10,,8,15,10,5,,,125
度化魂灵小怪3,1000313,赤发鬼,,Z0028,Z0028,,,1068,1000,10,,8,15,10,5,,,164
度化魂灵小怪4,1000314,蛇精,,Z0013,Z0013,,,1069,1001,10,,8,15,10,5,,,200
度化魂灵小怪5,1000315,小怪5,,,,,,1070,,10,,8,15,10,5,,,
度化魂灵小怪6,1000316,小怪6,,,,,,1071,,10,,8,15,10,5,,,
度化魂灵精英1,1000371,精英1,,,,,,7067,,10,,8,15,10,5,,,
度化魂灵精英2,1000372,精英2,,,,,,7068,,10,,8,15,10,5,,,
度化魂灵boss1,1000391,boss1,,,,,,9067,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
破土寻踪小怪1,1000411,骷髅怪,,Z0008,Z0008,,,1066,1000,10,,8,15,10,5,,,200
破土寻踪小怪2,1000412,鬼卒,,Z0005,Z0005,,,1067,1000,10,,8,15,10,5,,,125
破土寻踪小怪3,1000413,赤发鬼,,Z0028,Z0028,,,1068,1000,10,,8,15,10,5,,,164
破土寻踪小怪4,1000414,蛇精,,Z0013,Z0013,,,1069,1001,10,,8,15,10,5,,,200
破土寻踪小怪5,1000415,小怪5,,,,,,1070,,10,,8,15,10,5,,,
破土寻踪小怪6,1000416,小怪6,,,,,,1071,,10,,8,15,10,5,,,
破土寻踪精英1,1000471,图腾飞蝎,,C0004,C0004,,head_2035,7067,10029,10,,8,15,10,5,,,185
破土寻踪精英2,1000472,精英2,,,,,,7068,,10,,8,15,10,5,,,
破土寻踪boss1,1000491,boss1,,,,,,9067,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
窃窃哭声小怪1,1000511,骷髅怪,,Z0008,Z0008,,,1067,1000,10,,8,15,10,5,,,200
窃窃哭声小怪2,1000512,鬼卒,,Z0005,Z0005,,,1068,1000,10,,8,15,10,5,,,125
窃窃哭声小怪3,1000513,赤发鬼,,Z0028,Z0028,,,1069,1000,10,,8,15,10,5,,,164
窃窃哭声小怪4,1000514,蛇精,,Z0013,Z0013,,,1070,1001,10,,8,15,10,5,,,200
窃窃哭声小怪5,1000515,小怪5,,,,,,1071,,10,,8,15,10,5,,,
窃窃哭声小怪6,1000516,小怪6,,,,,,1072,,10,,8,15,10,5,,,
窃窃哭声精英1,1000571,精英1,,,,,,7068,,10,,8,15,10,5,,,
窃窃哭声精英2,1000572,精英2,,,,,,7069,,10,,8,15,10,5,,,
窃窃哭声boss1,1000591,boss1,,,,,,9068,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
寒境幽深小怪1,1000611,骷髅怪,,Z0008,Z0008,,,1067,1000,10,,8,15,10,5,,,200
寒境幽深小怪2,1000612,鬼卒,,Z0005,Z0005,,,1068,1000,10,,8,15,10,5,,,125
寒境幽深小怪3,1000613,赤发鬼,,Z0028,Z0028,,,1069,1000,10,,8,15,10,5,,,164
寒境幽深小怪4,1000614,蛇精,,Z0013,Z0013,,,1070,1001,10,,8,15,10,5,,,200
寒境幽深小怪5,1000615,小怪5,,,,,,1071,,10,,8,15,10,5,,,
寒境幽深小怪6,1000616,小怪6,,,,,,1072,,10,,8,15,10,5,,,
寒境幽深精英1,1000671,精英1,,,,,,7068,,10,,8,15,10,5,,,
寒境幽深精英2,1000672,精英2,,,,,,7069,,10,,8,15,10,5,,,
寒境幽深boss1,1000691,boss1,,,,,,9068,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
鬼影现形小怪1,1000711,骷髅怪,,Z0008,Z0008,,,1068,1000,10,,8,15,10,5,,,200
鬼影现形小怪2,1000712,鬼卒,,Z0005,Z0005,,,1069,1000,10,,8,15,10,5,,,125
鬼影现形小怪3,1000713,赤发鬼,,Z0028,Z0028,,,1070,1000,10,,8,15,10,5,,,164
鬼影现形小怪4,1000714,蛇精,,Z0013,Z0013,,,1071,1001,10,,8,15,10,5,,,200
鬼影现形小怪5,1000715,小怪5,,,,,,1072,,10,,8,15,10,5,,,
鬼影现形小怪6,1000716,小怪6,,,,,,1073,,10,,8,15,10,5,,,
鬼影现形精英1,1000771,精英1,,,,,,7069,,10,,8,15,10,5,,,
鬼影现形精英2,1000772,精英2,,,,,,7070,,10,,8,15,10,5,,,
鬼影现形boss1,1000791,boss1,,,,,,9069,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
白骨夫人小怪1,1000811,骷髅怪,,Z0008,Z0008,,,1068,1000,10,,8,15,10,5,,,200
白骨夫人小怪2,1000812,鬼卒,,Z0005,Z0005,,,1069,1000,10,,8,15,10,5,,,125
白骨夫人小怪3,1000813,赤发鬼,,Z0028,Z0028,,,1070,1000,10,,8,15,10,5,,,164
白骨夫人小怪4,1000814,蛇精,,Z0013,Z0013,,,1071,1001,10,,8,15,10,5,,,200
白骨夫人小怪5,1000815,小怪5,,,,,,1072,,10,,8,15,10,5,,,
白骨夫人小怪6,1000816,小怪6,,,,,,1073,,10,,8,15,10,5,,,
白骨夫人精英1,1000871,精英1,,,,,,7069,,10,,8,15,10,5,,,
白骨夫人精英2,1000872,精英2,,,,,,7070,,10,,8,15,10,5,,,
白骨夫人boss1,1000891,白骨精,,S0007,S0007,,head_2022,9069,10006,10,,10,15,10,5,,,450
,,,,,,,,,,,,,,,,,,
忧心前路小怪1,1100111,狼精,,Z0020,Z0020,,,1069,1000,10,,8,15,10,5,,,198
忧心前路小怪2,1100112,螳螂精,,Z0019,Z0019,,,1070,1000,10,,8,15,10,5,,,155
忧心前路小怪3,1100113,鼠精,,Z0029,Z0029,,,1071,1001,10,,8,15,10,5,,,150
忧心前路小怪4,1100114,小怪4,,,,,,1072,,10,,8,15,10,5,,,
忧心前路小怪5,1100115,小怪5,,,,,,1073,,10,,8,15,10,5,,,
忧心前路小怪6,1100116,小怪6,,,,,,1074,,10,,8,15,10,5,,,
忧心前路精英1,1100171,精英1,,,,,,7070,,10,,8,15,10,5,,,
忧心前路精英2,1100172,精英2,,,,,,7071,,10,,8,15,10,5,,,
忧心前路boss1,1100191,boss1,,,,,,9070,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
一探宝塔小怪1,1100211,狼精,,Z0020,Z0020,,,1069,1000,10,,8,15,10,5,,,198
一探宝塔小怪2,1100212,螳螂精,,Z0019,Z0019,,,1070,1000,10,,8,15,10,5,,,155
一探宝塔小怪3,1100213,鼠精,,Z0029,Z0029,,,1071,1001,10,,8,15,10,5,,,150
一探宝塔小怪4,1100214,小怪4,,,,,,1072,,10,,8,15,10,5,,,
一探宝塔小怪5,1100215,小怪5,,,,,,1073,,10,,8,15,10,5,,,
一探宝塔小怪6,1100216,小怪6,,,,,,1074,,10,,8,15,10,5,,,
一探宝塔精英1,1100271,双拐豹头,,C0006,C0006,,head_2037,7070,10031,10,,8,15,10,5,,,240
一探宝塔精英2,1100272,精英2,,,,,,7071,,10,,8,15,10,5,,,
一探宝塔boss1,1100291,boss1,,,,,,9070,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
相救唐僧小怪1,1100311,狼精,,Z0020,Z0020,,,1070,1000,10,,8,15,10,5,,,198
相救唐僧小怪2,1100312,螳螂精,,Z0019,Z0019,,,1071,1000,10,,8,15,10,5,,,155
相救唐僧小怪3,1100313,鼠精,,Z0029,Z0029,,,1072,1001,10,,8,15,10,5,,,150
相救唐僧小怪4,1100314,小怪4,,,,,,1073,,10,,8,15,10,5,,,
相救唐僧小怪5,1100315,小怪5,,,,,,1074,,10,,8,15,10,5,,,
相救唐僧小怪6,1100316,小怪6,,,,,,1075,,10,,8,15,10,5,,,
相救唐僧精英1,1100371,精英1,,,,,,7071,,10,,8,15,10,5,,,
相救唐僧精英2,1100372,精英2,,,,,,7072,,10,,8,15,10,5,,,
相救唐僧boss1,1100391,boss1,,,,,,9071,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
居后掠阵小怪1,1100411,狼精,,Z0020,Z0020,,,1070,1000,10,,8,15,10,5,,,198
居后掠阵小怪2,1100412,螳螂精,,Z0019,Z0019,,,1071,1000,10,,8,15,10,5,,,155
居后掠阵小怪3,1100413,鼠精,,Z0029,Z0029,,,1072,1001,10,,8,15,10,5,,,150
居后掠阵小怪4,1100414,小怪4,,,,,,1073,,10,,8,15,10,5,,,
居后掠阵小怪5,1100415,小怪5,,,,,,1074,,10,,8,15,10,5,,,
居后掠阵小怪6,1100416,小怪6,,,,,,1075,,10,,8,15,10,5,,,
居后掠阵精英1,1100471,精英1,,,,,,7071,,10,,8,15,10,5,,,
居后掠阵精英2,1100472,精英2,,,,,,7072,,10,,8,15,10,5,,,
居后掠阵boss1,1100491,boss1,,,,,,9071,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
回援沙僧小怪1,1100511,狼精,,Z0020,Z0020,,,1071,1000,10,,8,15,10,5,,,198
回援沙僧小怪2,1100512,螳螂精,,Z0019,Z0019,,,1072,1000,10,,8,15,10,5,,,155
回援沙僧小怪3,1100513,鼠精,,Z0029,Z0029,,,1073,1001,10,,8,15,10,5,,,150
回援沙僧小怪4,1100514,小怪4,,,,,,1074,,10,,8,15,10,5,,,
回援沙僧小怪5,1100515,小怪5,,,,,,1075,,10,,8,15,10,5,,,
回援沙僧小怪6,1100516,小怪6,,,,,,1076,,10,,8,15,10,5,,,
回援沙僧精英1,1100571,精英1,,,,,,7072,,10,,8,15,10,5,,,
回援沙僧精英2,1100572,精英2,,,,,,7073,,10,,8,15,10,5,,,
回援沙僧boss1,1100591,boss1,,,,,,9072,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
殷勤相嘱小怪1,1100611,狼精,,Z0020,Z0020,,,1071,1000,10,,8,15,10,5,,,198
殷勤相嘱小怪2,1100612,螳螂精,,Z0019,Z0019,,,1072,1000,10,,8,15,10,5,,,155
殷勤相嘱小怪3,1100613,鼠精,,Z0029,Z0029,,,1073,1001,10,,8,15,10,5,,,150
殷勤相嘱小怪4,1100614,小怪4,,,,,,1074,,10,,8,15,10,5,,,
殷勤相嘱小怪5,1100615,小怪5,,,,,,1075,,10,,8,15,10,5,,,
殷勤相嘱小怪6,1100616,小怪6,,,,,,1076,,10,,8,15,10,5,,,
殷勤相嘱精英1,1100671,鬼翼亡魂,,C0003,C0003,,head_2034,7072,10028,10,,8,15,10,5,,,290
殷勤相嘱精英2,1100672,精英2,,,,,,7073,,10,,8,15,10,5,,,
殷勤相嘱boss1,1100691,boss1,,,,,,9072,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
联袂而作小怪1,1100711,狼精,,Z0020,Z0020,,,1072,1000,10,,8,15,10,5,,,198
联袂而作小怪2,1100712,螳螂精,,Z0019,Z0019,,,1073,1000,10,,8,15,10,5,,,155
联袂而作小怪3,1100713,鼠精,,Z0029,Z0029,,,1074,1001,10,,8,15,10,5,,,150
联袂而作小怪4,1100714,小怪4,,,,,,1075,,10,,8,15,10,5,,,
联袂而作小怪5,1100715,小怪5,,,,,,1076,,10,,8,15,10,5,,,
联袂而作小怪6,1100716,小怪6,,,,,,1077,,10,,8,15,10,5,,,
联袂而作精英1,1100771,精英1,,,,,,7073,,10,,8,15,10,5,,,
联袂而作精英2,1100772,精英2,,,,,,7074,,10,,8,15,10,5,,,
联袂而作boss1,1100791,boss1,,,,,,9073,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
奎木星宿小怪1,1100811,狼精,,Z0020,Z0020,,,1072,1000,10,,8,15,10,5,,,198
奎木星宿小怪2,1100812,螳螂精,,Z0019,Z0019,,,1073,1000,10,,8,15,10,5,,,155
奎木星宿小怪3,1100813,鼠精,,Z0029,Z0029,,,1074,1001,10,,8,15,10,5,,,150
奎木星宿小怪4,1100814,小怪4,,,,,,1075,,10,,8,15,10,5,,,
奎木星宿小怪5,1100815,小怪5,,,,,,1076,,10,,8,15,10,5,,,
奎木星宿小怪6,1100816,小怪6,,,,,,1077,,10,,8,15,10,5,,,
奎木星宿精英1,1100871,精英1,,,,,,7073,,10,,8,15,10,5,,,
奎木星宿精英2,1100872,精英2,,,,,,7074,,10,,8,15,10,5,,,
奎木星宿boss1,1100891,黄袍怪,,A0012,A0012,,head_2012,9073,10007,10,,10,15,10,5,,,340
